SessionTime,TimeStamp,Averaging,Valid,log,ErrorMessage,Delta_AF7,Delta_AF8,Delta_TP9,Delta_TP10,Theta_AF7,Theta_AF8,Theta_TP9,Theta_TP10,Alpha_AF7,Alpha_AF8,Alpha_TP9,Alpha_TP10,Beta_AF7,Beta_AF8,Beta_TP9,Beta_TP10,Gamma_AF7,Gamma_AF8,Gamma_TP9,Gamma_TP10,AF7_Variance,AF8_Variance,TP9_Variance,TP10_Variance,Motion_Variance
1729117638779,1729117634811,1,true,,,3.5174236821475775,12.641741718268584,7.420259634676805,9.5164946348803,0.8733038675882209,6.697702235037847,11.444519202113563,12.105787211668474,2.603864921354892,4.666225336229016,6.2251121290737395,6.492696846853956,0.7979902167537516,1.5047598464166407,2.5190317522070695,3.9541553569155785,0.32664737777967884,0.3259987253720939,0.965085709445825,1.4637591628528872,26.0,395.0,2005.0,2276.0,0.0
1729117638779,1729117635810,1,true,,,1.9955810230144002,10.689796208656945,7.420259634676805,9.5164946348803,0.574632061433806,4.271079232387828,11.444519202113563,12.105787211668474,2.0571792982193555,2.345753535188548,6.2251121290737395,6.492696846853956,0.8959204454885829,0.6842876961012694,2.5190317522070695,3.9541553569155785,0.286916472976423,0.30119230856095985,0.965085709445825,1.4637591628528872,25.0,77.0,411.0,365.0,0.0
1729117638779,1729117636810,1,true,,,1.8293268982201965,8.061959356520404,6.8017191292313,5.463331851305812,0.39235181364285454,2.8945836512629755,6.5626193771523615,7.418022649461413,1.6689901120594912,3.3043501231496166,4.354265014513486,3.657619017354581,0.8719942291878656,1.008469064950593,2.6426000562833987,3.3578599189991,0.32506264888051,0.5570693761661563,0.9019680129242361,1.2871262600349136,25.0,150.0,626.0,613.0,0.0
1729117638779,1729117637810,1,true,,,2.5940123647863866,19.537626383856527,5.551594588454367,1.4965075776153163,0.573756254072229,5.937404266215881,1.7927914264813976,2.3657931303738735,1.838532957637479,7.63739847452671,1.8910634916457147,0.9586710139374989,0.8085840331777877,1.3704177803404556,2.955014630993779,2.293065966589906,0.37536112835448354,0.5591518309195724,0.770282543671348,0.9534722125509274,29.0,197.0,1237.0,1212.0,0.0
1729117638779,1729117638810,1,true,,,1.9850050189928146,17.798089222315475,5.551594588454367,1.4965075776153163,0.48681560473545643,7.157270942999532,1.7927914264813976,2.3657931303738735,2.005422247364841,8.551594745903051,1.8910634916457147,0.9586710139374989,0.7607711137407749,1.4063021950340184,2.955014630993779,2.293065966589906,0.30416491712399296,0.510363372696173,0.770282543671348,0.9534722125509274,19.0,165.0,827.0,866.0,0.0
1729117638779,1729117639810,1,true,,,1.184425966826795,4.994892295529138,5.551594588454367,1.4965075776153163,0.6749212529056535,2.932078554039253,1.7927914264813976,2.3657931303738735,1.976840683046896,2.989741061082308,1.8910634916457147,0.9586710139374989,0.7114141553807483,0.9962063256088591,2.955014630993779,2.293065966589906,0.27798564941974063,0.435051773790649,0.770282543671348,0.9534722125509274,37.0,93.8,1906.1,1552.4,0.0
1729117638779,1729117640810,1,true,,,2.1547652869606466,7.820527749780574,5.551594588454367,1.4965075776153163,0.9830309523548801,3.938232582130878,1.7927914264813976,2.3657931303738735,1.9248533261169223,3.822983170948297,1.8910634916457147,0.9586710139374989,0.7671298454709244,1.7599548052286684,2.955014630993779,2.293065966589906,0.29776926959489913,0.40525131047034396,0.770282543671348,0.9534722125509274,23.3,247.8,3096.3,2966.7,0.0
1729117638779,1729117641810,1,true,,,2.4593487234729987,17.499133202561328,5.551594588454367,1.4965075776153163,0.8432646018340606,7.917644057694061,1.7927914264813976,2.3657931303738735,1.4311317434041122,7.051510195144595,1.8910634916457147,0.9586710139374989,0.8261291654339553,1.9798049364957455,2.955014630993779,2.293065966589906,0.31117083097222903,0.5003871913484527,0.770282543671348,0.9534722125509274,66.0,181.5,7795.5,3158.0,0.0
1729117638779,1729117642810,1,true,,,5.680710664928443,26.18082558570381,5.551594588454367,1.4965075776153163,1.6611766688445844,10.314718191986909,1.7927914264813976,2.3657931303738735,2.3207611104675903,7.758496357632551,1.8910634916457147,0.9586710139374989,1.8563363779003295,2.054440488666959,2.955014630993779,2.293065966589906,0.7188779072102518,0.67839552087979,0.770282543671348,0.9534722125509274,103.0,376.4,16766.1,672.4,0.0
1729117638779,1729117643810,1,true,,,10.290402258008418,26.18082558570381,5.321996353244712,1.5113866784965808,2.639865802186585,10.314718191986909,1.877648411577574,2.4004129317774674,2.132274951335836,7.758496357632551,1.8980472955412702,0.9846363179976793,1.5985741399330258,2.054440488666959,2.780066301524944,2.326306958784864,0.6925632707135128,0.67839552087979,0.7638636793143595,0.9257875159093897,23.0,56.0,52.0,46.0,0.0
