SessionTime,TimeStamp,Averaging,Valid,log,ErrorMessage,Delta_AF7,Delta_AF8,Delta_TP9,Delta_TP10,Theta_AF7,Theta_AF8,Theta_TP9,Theta_TP10,Alpha_AF7,Alpha_AF8,Alpha_TP9,Alpha_TP10,Beta_AF7,Beta_AF8,Beta_TP9,Beta_TP10,Gamma_AF7,Gamma_AF8,Gamma_TP9,Gamma_TP10,AF7_Variance,AF8_Variance,TP9_Variance,TP10_Variance,Motion_Variance
1729224626724,1729224622771,1,true,,,0.6619332237616109,2.660902515225482,1.4253487069793098,1.5990880157294762,0.355162680231908,0.9553665518786214,1.0355639577097009,0.9907434564086016,1.096450542578228,2.869483172450821,2.8263757805791228,1.4393423562307932,1.1297047510555143,4.228597347457282,1.565122391130251,1.995410662393795,0.48654762533429924,1.963900323346363,0.8571665035194633,0.8254413747248848,28.0,97.0,638.0,678.0,0.0
1729224626724,1729224623771,1,true,,,1.9846315993619374,2.5339054959313323,1.3362289250830763,2.0227526783033367,1.1546055076758492,1.898719643336051,0.7842443829837312,1.1345933790966563,1.7567058433122384,1.8995320950310817,4.098217404542769,1.9122043875209553,1.1399137049153043,4.671054839532403,1.4322681644093511,1.8588757721861189,0.8603020709924745,2.6792923308141616,0.7593175682337794,0.731344001981806,1287.7,538.4,10400.2,8645.3,0.0
1729224626724,1729224624770,1,true,,,4.123497405816654,4.5729079538938,1.3280128008955416,2.0227526783033367,2.2666119764201635,2.696535013420065,0.7745739622735451,1.1345933790966563,1.3174486858074486,1.3675204665125142,4.098217404542769,1.9122043875209553,1.4073671529383969,4.875638002676021,1.4254040836658637,1.8588757721861189,1.1026604945828755,2.7651675175218684,0.7220737299336504,0.731344001981806,307.0,187.0,1740.0,1320.0,0.0
1729224626724,1729224625770,1,true,,,4.527550323933467,22.430973351393522,1.3280128008955416,2.0227526783033367,2.442708851752314,6.526001585615634,0.7745739622735451,1.1345933790966563,1.2147658185050525,2.729649809394583,4.098217404542769,1.9122043875209553,1.4086177633386945,4.287169747155312,1.4254040836658637,1.8588757721861189,1.1375407034089273,2.3590898135999763,0.7220737299336504,0.731344001981806,272.0,363.0,6543.0,6658.0,0.0
1729224626724,1729224626770,1,true,,,4.527550323933467,22.430973351393522,1.3280128008955416,2.0227526783033367,2.442708851752314,6.526001585615634,0.7745739622735451,1.1345933790966563,1.2147658185050525,2.729649809394583,4.098217404542769,1.9122043875209553,1.4086177633386945,4.287169747155312,1.4254040836658637,1.8588757721861189,1.1375407034089273,2.3590898135999763,0.7220737299336504,0.731344001981806,409.0,1092.0,2882.0,3380.0,0.0
1729224626724,1729224627770,1,true,,,4.527550323933467,22.430973351393522,1.3280128008955416,2.0227526783033367,2.442708851752314,6.526001585615634,0.7745739622735451,1.1345933790966563,1.2147658185050525,2.729649809394583,4.098217404542769,1.9122043875209553,1.4086177633386945,4.287169747155312,1.4254040836658637,1.8588757721861189,1.1375407034089273,2.3590898135999763,0.7220737299336504,0.731344001981806,748.4,873.1,909.8,833.2,0.0
1729224626724,1729224628770,1,true,,,4.527550323933467,22.430973351393522,1.3280128008955416,2.0227526783033367,2.442708851752314,6.526001585615634,0.7745739622735451,1.1345933790966563,1.2147658185050525,2.729649809394583,4.098217404542769,1.9122043875209553,1.4086177633386945,4.287169747155312,1.4254040836658637,1.8588757721861189,1.1375407034089273,2.3590898135999763,0.7220737299336504,0.731344001981806,243.0,419.0,657.0,803.0,0.0
1729224626724,1729224629771,1,true,,,3.2894991322479883,22.430973351393522,1.3280128008955416,2.0227526783033367,1.8281406629404608,6.526001585615634,0.7745739622735451,1.1345933790966563,1.27749097430907,2.729649809394583,4.098217404542769,1.9122043875209553,1.6581220003944488,4.287169747155312,1.4254040836658637,1.8588757721861189,1.2945034243485647,2.3590898135999763,0.7220737299336504,0.731344001981806,59.5,93.0,353.0,391.5,0.0
1729224626724,1729224630770,1,true,,,2.213612802915322,2.0398889834419864,1.3280128008955416,2.0227526783033367,1.3150047484675027,1.379231929892786,0.7745739622735451,1.1345933790966563,1.4392523854297872,2.151153381398536,4.098217404542769,1.9122043875209553,2.114654485759203,3.459981660349011,1.4254040836658637,1.8588757721861189,1.3899178429586654,3.117672492796204,0.7220737299336504,0.731344001981806,507.0,907.0,4614.0,4180.0,0.0
1729224626724,1729224631771,1,true,,,2.4791301628147147,1.4743593177442762,1.3280128008955416,2.0227526783033367,1.4970731063163618,1.2287285318697976,0.7745739622735451,1.1345933790966563,1.1004349181767583,2.130477319727726,4.098217404542769,1.9122043875209553,2.1223963127950705,3.3239013513752336,1.4254040836658637,1.8588757721861189,1.1244731484526194,3.3801393760388483,0.7220737299336504,0.731344001981806,590.0,259.0,3715.0,2850.0,0.0
1729224626724,1729224632770,1,true,,,2.5897201585532845,1.439995274607248,1.3280128008955416,2.0227526783033367,1.4991796085277984,1.2551638888845993,0.7745739622735451,1.1345933790966563,1.0136297555085274,2.117940733979332,4.098217404542769,1.9122043875209553,2.2053328623942683,3.2961526574064166,1.4254040836658637,1.8588757721861189,1.111894081423628,3.4345445520352005,0.7220737299336504,0.731344001981806,852.0,630.0,8854.0,7926.0,0.0
1729224626724,1729224633770,1,true,,,2.5897201585532845,1.439995274607248,1.3280128008955416,2.0227526783033367,1.4991796085277984,1.2551638888845993,0.7745739622735451,1.1345933790966563,1.0136297555085274,2.117940733979332,4.098217404542769,1.9122043875209553,2.2053328623942683,3.2961526574064166,1.4254040836658637,1.8588757721861189,1.111894081423628,3.4345445520352005,0.7220737299336504,0.731344001981806,351.0,298.0,373.0,725.0,0.0
1729224626724,1729224634770,1,true,,,2.5897201585532845,1.439995274607248,31.678567537958205,2.0227526783033367,1.4991796085277984,1.2551638888845993,26.328587734516326,1.1345933790966563,1.0136297555085274,2.117940733979332,16.24551962761555,1.9122043875209553,2.2053328623942683,3.2961526574064166,3.704198436247956,1.8588757721861189,1.111894081423628,3.4345445520352005,1.2776070654503444,0.731344001981806,556.0,1239.0,2444.0,3112.0,0.0
1729224626724,1729224635770,1,true,,,2.5897201585532845,1.439995274607248,38.767383388033224,2.0227526783033367,1.4991796085277984,1.2551638888845993,30.346622310939257,1.1345933790966563,1.0136297555085274,2.117940733979332,17.56878727624924,1.9122043875209553,2.2053328623942683,3.2961526574064166,4.697008330095595,1.8588757721861189,1.111894081423628,3.4345445520352005,1.7861911455390251,0.731344001981806,302.7,256.7,2682.1,2325.3,0.0
1729224626724,1729224636771,1,true,,,2.5897201585532845,1.439995274607248,41.59887341664559,2.0227526783033367,1.4991796085277984,1.2551638888845993,31.68866662747808,1.1345933790966563,1.0136297555085274,2.117940733979332,17.56878727624924,1.9122043875209553,2.2053328623942683,3.2961526574064166,5.0599754668927535,1.8588757721861189,1.111894081423628,3.4345445520352005,1.9796305926252413,0.731344001981806,519.0,602.0,1593.0,1649.0,0.0
1729224626724,1729224637771,1,true,,,2.5897201585532845,1.439995274607248,41.59887341664559,2.0227526783033367,1.4991796085277984,1.2551638888845993,31.68866662747808,1.1345933790966563,1.0136297555085274,2.117940733979332,17.56878727624924,1.9122043875209553,2.2053328623942683,3.2961526574064166,5.0599754668927535,1.8588757721861189,1.111894081423628,3.4345445520352005,1.9796305926252413,0.731344001981806,328.0,274.0,1784.0,1492.0,0.0
1729224626724,1729224638770,1,true,,,2.5897201585532845,1.439995274607248,41.59887341664559,2.0227526783033367,1.4991796085277984,1.2551638888845993,31.68866662747808,1.1345933790966563,1.0136297555085274,2.117940733979332,17.56878727624924,1.9122043875209553,2.2053328623942683,3.2961526574064166,5.0599754668927535,1.8588757721861189,1.111894081423628,3.4345445520352005,1.9796305926252413,0.731344001981806,186.0,205.0,2838.0,2384.0,0.0
