SessionTime,TimeStamp,log,Averaging,Delta_AF7,Delta_AF8,Delta_TP9,Delta_TP10,Theta_AF7,Theta_AF8,Theta_TP9,Theta_TP10,Alpha_AF7,Alpha_AF8,Alpha_TP9,Alpha_TP10,Beta_AF7,Beta_AF8,Beta_TP9,Beta_TP10,Gamma_AF7,Gamma_AF8,Gamma_TP9,Gamma_TP10,AF7_Variance,AF8_Variance,TP9_Variance,TP10_Variance,Motion_Variance
1728769714475,1728769715342,,1.0,2.93253,6.55605,1.11756,1.96038,0.74499,3.41322,3.01833,2.56339,1.2058,2.30049,2.47249,1.78193,0.70111,0.77698,1.44913,0.79913,0.58965,0.685,0.23517,0.34769,33.0,61.0,1859.0,1827.0,0.00732
1728769714475,1728769716340,,1.0,0.71941,1.87072,1.68132,1.89247,0.45686,1.38118,0.99714,1.09939,1.11337,1.5054,1.62173,1.36968,0.74479,0.81896,1.01835,0.82344,0.4741,0.56803,0.34075,0.42219,16.5,19.5,221.5,173.0,0.00641
1728769714475,1728769717341,,1.0,0.45717,0.77279,1.64264,1.28089,0.57094,0.45656,1.338,1.94371,0.86789,1.44233,2.55006,4.32462,0.66032,0.76154,1.02773,1.16397,0.4177,0.30374,0.33384,0.38552,15.0,19.0,215.5,194.5,0.00476
1728769714475,1728769718342,,1.0,0.52958,0.40426,3.72444,2.15405,0.9276,0.59857,4.01819,3.39523,1.29173,1.03493,7.78375,6.3561,0.55749,0.56017,1.28284,1.95927,0.30245,0.27937,0.42505,0.52363,77.5,19.0,971.5,796.0,0.0072
1728769714475,1728769719342,,1.0,4.35778,0.49289,12.404,10.35885,2.56972,0.72876,14.1654,8.67931,2.30286,0.94962,11.26929,8.05972,1.03875,0.50749,2.85947,3.32932,0.38312,0.38299,0.67768,0.71254,89.0,85.5,937.0,872.0,0.01105
1728769714475,1728769720343,,1.0,9.17447,8.50289,19.92184,11.24003,3.41093,3.24217,22.6589,9.25912,5.6025,4.30649,11.21314,7.89361,1.15301,0.84159,4.17911,3.47645,0.602,0.36198,0.88203,0.70644,126.5,130.0,740.0,719.5,0.00647
1728769714475,1728769721343,,1.0,8.92976,9.8805,9.67158,10.92563,2.72688,3.49819,11.467,8.30945,6.21596,4.33696,16.94916,8.09808,1.48041,1.29198,2.80867,3.48984,0.58528,0.87373,0.66683,0.70719,37.0,55.0,295.5,278.0,0.00732
1728769714475,1728769722345,,1.0,0.82853,1.23523,3.63848,7.13775,0.44773,0.62999,3.99105,3.09845,2.08111,1.58454,21.11594,9.12319,1.44449,1.3105,2.14501,3.33233,0.63915,1.24755,0.6346,0.64493,27.0,31.5,246.5,228.0,0.00623
1728769714475,1728769723345,,1.0,1.34632,0.97527,2.04998,1.02071,0.38146,0.55636,1.69533,2.29042,0.91023,1.25007,7.88811,4.14827,0.84224,0.92427,1.85926,2.71996,0.41225,0.63377,0.66987,0.46541,38.0,56.5,1862.0,1762.0,0.01007
1728769714475,1728769724345,,1.0,2.45906,2.89576,2.40297,0.60087,0.9402,1.53615,1.58642,2.62777,1.19236,1.26222,6.34713,3.89021,0.69663,0.93237,1.68098,2.43337,0.48573,0.61283,0.51508,0.46667,35.0,52.0,1859.5,1762.0,0.00671
1728769714475,1728769725345,,1.0,2.17905,3.60606,2.91771,3.93429,1.12395,1.10161,3.21573,3.1627,1.7076,1.49725,7.30222,7.08981,1.02687,0.89028,1.13735,2.24897,0.49331,0.40998,0.38677,0.42424,43.0,49.0,264.0,218.5,0.00818
