SessionTime,TimeStamp,log,Averaging,Delta_AF7,Delta_AF8,Delta_TP9,Delta_TP10,Theta_AF7,Theta_AF8,Theta_TP9,Theta_TP10,Alpha_AF7,Alpha_AF8,Alpha_TP9,Alpha_TP10,Beta_AF7,Beta_AF8,Beta_TP9,Beta_TP10,Gamma_AF7,Gamma_AF8,Gamma_TP9,Gamma_TP10,AF7_Variance,AF8_Variance,TP9_Variance,TP10_Variance,Motion_Variance
1728165003206,1728165003351,,1.0,2.51804,9.809,7.3657,5.02882,0.67587,4.16368,3.99334,3.0671,1.46222,4.19578,4.66311,3.63325,1.7565,2.15183,2.51806,2.32185,1.46698,0.86457,1.25168,0.85686,94.0,130.5,2058.0,4430.5,0.01117
1728165003206,1728165004350,,1.0,3.5455,8.6335,7.55829,5.02882,1.68247,3.56621,6.13903,3.0671,1.97254,4.38286,5.46212,3.63325,2.7044,2.04663,2.18653,2.32185,1.86145,0.78961,1.43598,0.85686,146.5,363.0,2708.0,5537.5,0.00531
1728165003206,1728165005351,,1.0,4.85183,4.38037,4.93378,5.02882,2.78883,1.50988,2.42752,3.0671,2.1744,2.98292,2.33834,3.63325,3.3772,1.47619,2.06974,2.32185,2.371,0.61578,1.38227,0.85686,120.0,363.5,3954.0,6332.5,0.00903
1728165003206,1728165006351,,1.0,3.96649,4.2802,4.93378,5.02882,1.9776,2.24627,2.42752,3.0671,2.27402,3.22533,2.33834,3.63325,2.73728,1.32983,2.06974,2.32185,2.35505,0.50945,1.38227,0.85686,143.5,76.0,3983.5,6197.5,0.00549
1728165003206,1728165007351,,1.0,4.991,4.36599,4.93378,5.02882,2.93512,1.93437,2.42752,3.0671,9.03579,1.59008,2.33834,3.63325,2.63444,1.85,2.06974,2.32185,1.72761,0.89707,1.38227,0.85686,126.5,75.5,4227.0,6475.5,0.01038
1728165003206,1728165008351,,1.0,3.30088,2.88737,4.93378,5.02882,2.11509,1.6278,2.42752,3.0671,6.09386,1.89036,2.33834,3.63325,2.63023,2.00836,2.06974,2.32185,2.63858,1.9322,1.38227,0.85686,108.5,94.0,6527.0,8922.5,0.01544
1728165003206,1728165009352,,1.0,1.99232,4.54006,4.93378,5.02882,1.50166,2.34016,2.42752,3.0671,1.51245,2.43028,2.33834,3.63325,3.77087,1.90085,2.06974,2.32185,2.8561,1.82823,1.38227,0.85686,102.0,98.0,4200.0,6694.0,0.01892
1728165003206,1728165010356,,1.0,2.11568,4.65766,4.93378,5.02882,2.12621,2.10821,2.42752,3.0671,2.26096,2.96137,2.33834,3.63325,3.81802,2.25055,2.06974,2.32185,2.13146,1.46332,1.38227,0.85686,89.0,94.0,3426.5,6176.0,0.00946
1728165003206,1728165011359,,1.0,3.86892,5.79956,4.93378,5.02882,1.71671,2.53689,2.42752,3.0671,1.927,2.68474,2.33834,3.63325,2.02721,1.51795,2.06974,2.32185,1.38556,1.24871,1.38227,0.85686,171.5,321.5,9313.0,11864.0,0.01056
1728165003206,1728165012354,,1.0,6.54661,11.04092,4.93378,5.02882,1.35647,5.11468,2.42752,3.0671,1.36893,1.90625,2.33834,3.63325,0.98639,0.82007,2.06974,2.32185,1.18291,0.9228,1.38227,0.85686,216.5,288.5,11051.0,13418.5,0.02142
1728165003206,1728165013354,,1.0,5.23359,2.28516,4.93378,5.02882,1.52197,0.48971,2.42752,3.0671,2.96123,1.27807,2.33834,3.63325,1.67059,0.65627,2.06974,2.32185,0.57761,0.46764,1.38227,0.85686,171.0,119.0,3570.0,6074.0,0.01099
1728165003206,1728165014354,,1.0,11.83019,8.99094,4.93378,5.02882,3.04968,2.61047,2.42752,3.0671,4.148,4.83448,2.33834,3.63325,2.32125,1.00793,2.06974,2.32185,0.99263,0.79927,1.38227,0.85686,166.5,226.0,3816.0,6577.5,0.00513
1728165003206,1728165015356,,1.0,12.47666,11.36627,6.51772,4.98979,4.2573,3.50213,3.99263,4.39385,4.4455,4.77057,4.07815,8.58044,1.56081,1.0888,2.59689,2.84833,0.89673,0.56788,1.38227,1.22455,121.5,162.0,2095.5,5252.5,0.01099
1728165003206,1728165016356,,1.0,4.37022,3.95237,16.02138,4.73417,2.43168,1.50548,13.38329,6.11138,3.48678,3.37929,15.07263,15.82224,1.52433,1.19617,5.75982,3.35061,0.64968,0.51087,1.32196,1.84918,111.5,163.0,3734.0,6989.0,0.00964
1728165003206,1728165017355,,1.0,6.30834,3.1945,11.98095,4.0328,2.39263,1.43189,11.04679,6.4814,3.75842,1.25417,14.20166,14.93943,1.37602,1.50806,5.25938,2.87541,0.7644,0.55844,1.24643,2.04706,164.5,261.5,9633.0,12852.5,0.01324
1728165003206,1728165018354,,1.0,6.40341,4.75167,11.98095,4.0328,1.31836,2.1024,11.04679,6.4814,3.53068,1.33282,14.20166,14.93943,2.13822,1.90626,5.25938,2.87541,1.84418,0.83585,1.24643,2.04706,136.0,195.0,8013.5,11262.5,0.02191
1728165003206,1728165019356,,1.0,3.83226,8.06611,11.98095,4.0328,0.87656,2.89324,11.04679,6.4814,2.91247,3.56676,14.20166,14.93943,3.31543,2.57718,5.25938,2.87541,2.15497,1.617,1.24643,2.04706,111.5,131.0,4689.0,7116.0,0.01801
1728165003206,1728165020356,,1.0,2.96797,8.55456,11.98095,4.0328,0.91533,2.7765,11.04679,6.4814,2.76314,4.3524,14.20166,14.93943,3.42792,2.3489,5.25938,2.87541,1.63521,2.29051,1.24643,2.04706,103.0,117.0,7352.5,9712.5,0.01147
1728165003206,1728165021356,,1.0,1.98673,4.81555,11.98095,4.0328,0.69834,2.00384,11.04679,6.4814,1.88342,3.63318,14.20166,14.93943,3.98782,1.89709,5.25938,2.87541,2.18935,1.93799,1.24643,2.04706,89.5,62.0,5022.5,7585.5,0.00525
1728165003206,1728165022358,,1.0,1.20728,0.96862,10.70881,4.0328,0.71975,0.86141,14.04597,6.4814,0.80152,2.65744,14.15939,14.93943,3.19674,1.82753,6.42788,2.87541,2.31958,1.33324,1.66637,2.04706,87.0,61.0,4592.0,7136.5,0.01544
1728165003206,1728165023358,,1.0,2.41701,1.06362,7.26096,4.0328,1.42198,0.52972,12.98925,6.4814,1.19917,2.00756,13.17254,14.93943,2.10953,1.73551,5.58451,2.87541,2.17901,1.79459,1.84797,2.04706,90.0,66.0,4546.0,7077.5,0.01483
1728165003206,1728165024358,,1.0,2.26875,3.02711,7.26096,4.0328,1.26749,1.35954,12.98925,6.4814,1.78383,2.06386,13.17254,14.93943,2.72218,1.40276,5.58451,2.87541,1.81015,2.00346,1.84797,2.04706,103.0,73.5,4384.0,7247.0,0.00977
1728165003206,1728165025358,,1.0,2.50712,3.29776,7.26096,4.0328,1.02719,1.30467,12.98925,6.4814,1.92416,2.40742,13.17254,14.93943,2.42537,1.73724,5.58451,2.87541,1.6679,1.13313,1.84797,2.04706,101.0,66.5,4041.5,6788.5,0.01562
1728165003206,1728165026360,,1.0,4.31968,2.1006,7.26096,13.38901,1.44542,0.53404,12.98925,10.38996,1.70353,1.34193,13.17254,9.95163,2.27398,2.66111,5.58451,2.45092,1.35633,1.35415,1.84797,1.39874,106.0,76.0,2213.0,4815.5,0.01373
1728165003206,1728165027360,,1.0,1.91892,1.86231,0.84293,8.23533,0.99976,0.63518,1.32141,5.75574,1.97049,1.41293,2.32753,6.81046,2.85516,2.2562,2.49902,2.84591,1.95425,1.90489,1.14116,1.51558,100.0,69.5,3783.0,6321.0,0.01221
1728165003206,1728165028359,,1.0,1.75706,1.3064,0.90458,6.63027,1.34156,1.04948,1.25795,4.06747,2.5514,1.94368,2.23935,3.60973,4.02338,2.02592,2.79524,3.616,2.26547,1.61382,1.33643,1.94378,116.0,121.0,3768.0,6202.0,0.0116
1728165003206,1728165029360,,1.0,2.69463,6.0734,5.23941,7.30253,1.54244,1.65979,2.73703,2.447,1.93694,3.66718,3.58714,5.94064,4.73994,2.28708,2.96709,2.58301,1.9994,1.60476,2.15356,2.00769,107.5,123.0,4549.5,6657.5,0.01117
1728165003206,1728165030359,,1.0,3.32947,6.08,6.30477,8.2715,1.07686,1.82739,2.96804,2.77963,1.75197,3.41752,3.45448,5.943,3.4836,1.92289,3.29222,2.57691,2.65239,2.22718,2.04658,1.94837,106.5,79.5,7030.0,8967.5,0.00763
1728165003206,1728165031360,,1.0,3.79948,3.23217,6.45108,8.32707,1.34611,1.67223,3.02407,2.81883,1.22317,2.90314,3.43178,5.92024,3.73774,1.7115,3.36864,2.57395,2.10284,1.8424,2.02157,1.92838,121.5,134.5,4926.5,7574.5,0.005
1728165003206,1728165032359,,1.0,5.80521,10.12312,6.45108,8.32707,1.78236,5.14893,3.02407,2.81883,1.87147,3.69536,3.43178,5.92024,2.97336,1.42619,3.36864,2.57395,1.52126,1.07353,2.02157,1.92838,141.0,146.5,4950.5,7627.0,0.01648
1728165003206,1728165033358,,1.0,8.01446,6.43013,6.45108,8.32707,3.6067,2.61561,3.02407,2.81883,5.33227,3.2757,3.43178,5.92024,2.9231,1.81708,3.36864,2.57395,2.04353,0.9668,2.02157,1.92838,157.0,58.0,2638.0,4915.0,0.00732
1728165003206,1728165034359,,1.0,5.1393,3.27282,6.45108,8.32707,2.651,1.54949,3.02407,2.81883,5.06324,1.58899,3.43178,5.92024,3.68976,2.59144,3.36864,2.57395,3.19002,1.46178,2.02157,1.92838,91.5,111.0,4909.0,6911.5,0.01874
1728165003206,1728165035361,,1.0,2.51565,9.12454,6.45108,8.32707,1.87833,4.82387,3.02407,2.81883,2.96746,4.20892,3.43178,5.92024,3.32904,2.47302,3.36864,2.57395,3.21559,1.57313,2.02157,1.92838,175.0,340.5,4438.0,6851.5,0.02612
1728165003206,1728165036363,,1.0,6.73889,17.59893,5.24264,9.47099,4.27063,10.99731,2.32108,2.76699,3.99022,5.35878,2.83293,5.34597,2.7412,1.48068,3.19796,2.65731,2.23779,1.42287,2.0294,1.79985,150.5,268.5,3156.0,5297.0,0.01147
1728165003206,1728165037365,,1.0,3.03005,1.82088,2.15395,17.17142,1.75532,1.62038,1.2975,2.9686,2.78491,1.80418,1.99487,2.66139,2.58847,2.12925,2.87327,3.23421,1.59146,2.51145,2.33351,1.33401,90.0,100.0,3677.5,5411.5,0.01721
1728165003206,1728165038362,,1.0,4.60035,4.14906,1.34002,19.31344,2.0064,2.86313,1.93137,4.26453,3.72117,2.25803,1.73248,2.32581,2.56572,2.25397,3.04045,3.20479,1.19044,2.09782,2.60168,1.67283,129.5,175.0,3754.5,5667.0,0.00732
1728165003206,1728165039365,,1.0,4.96676,5.37984,1.23098,19.31344,2.51977,3.2512,2.01863,4.26453,3.73446,2.81286,1.68133,2.32581,1.80305,1.46449,3.10691,3.20479,1.16892,0.9035,2.61783,1.67283,79.5,136.0,3324.0,5324.0,0.03204
